sku_id,description,category,sub_category,upc,unit_of_measure,case_qty,unit_weight_lbs,unit_length_in,unit_width_in,unit_height_in,unit_cube_cuft,shelf_type,surge_group,first_received_date,is_active,current_vel_picks_per_day,old_vel_picks_per_day,abc_tier_current,abc_tier_at_slotting,slotting_drift
SKU-03764,Soothing Sugar Scrub,Health & Beauty,Personal Care,063309069069,EA,12,1.48,3.6,3.7,3.2,0.0247,HB,stable,2024-06-12,True,2.2481,3.0641,B,A,True
SKU-03765,Natural Hand Cream,Health & Beauty,Personal Care,664786702414,EA,6,1.41,2.1,1.7,3.9,0.0081,HB,stable,2024-03-28,True,0.3295,0.4491,C,C,False
SKU-03766,Sensitive Micellar Cleanser,Health & Beauty,Personal Care,920918477875,EA,12,0.75,4.9,2.7,6.4,0.049,HB,stable,2022-05-02,True,0.5566,0.7586,C,B,True
SKU-03767,Fresh Deodorant,Health & Beauty,Personal Care,045876839995,EA,6,0.68,4.5,3.4,8.1,0.0717,HB,stable,2022-09-01,True,0.5958,0.812,C,B,True
SKU-03768,Advanced Body Lotion,Health & Beauty,Personal Care,481747790643,EA,24,1.26,2.6,3.6,3.1,0.0168,HB,stable,2023-06-27,True,6.7054,9.1392,A,A,False
SKU-03769,Sensitive Hand Cream,Health & Beauty,Personal Care,185658843957,EA,6,1.1,4.2,1.8,5.4,0.0236,HB,stable,2024-04-02,True,0.3239,0.4414,C,C,False
SKU-03770,Soothing Micellar Cleanser,Health & Beauty,Personal Care,281992557790,EA,24,0.78,8.0,3.9,4.9,0.0885,HB,stable,2022-10-22,True,0.5274,0.7188,C,B,True
SKU-03771,Fresh Deodorant,Health & Beauty,Personal Care,223492905832,EA,24,0.47,4.9,2.1,7.2,0.0429,HB,stable,2024-08-23,True,0.4228,0.5763,C,C,False
SKU-03772,Fresh Deodorant,Health & Beauty,Personal Care,679042631851,EA,12,0.26,5.0,1.8,6.0,0.0312,HB,stable,2023-01-02,True,1.7845,2.4322,B,B,False
SKU-03773,Soothing Sugar Scrub,Health & Beauty,Personal Care,099266079496,EA,24,1.44,2.5,2.0,7.4,0.0214,HB,stable,2023-08-18,True,0.4422,0.6027,C,C,False
SKU-03774,Fresh Body Lotion,Health & Beauty,Personal Care,718540863598,EA,12,1.42,5.2,2.5,6.7,0.0504,HB,stable,2022-10-31,True,9.7418,13.2778,A,A,False
SKU-03775,Sensitive Lip Balm,Health & Beauty,Personal Care,607158894491,EA,48,0.76,6.0,1.9,4.7,0.031,HB,stable,2025-02-07,True,0.4821,0.6571,C,C,False
SKU-03776,Daily Lip Balm,Health & Beauty,Personal Care,434536808607,EA,12,0.26,7.3,2.3,8.2,0.0797,HB,stable,2025-04-26,True,0.7537,1.0273,C,B,True
SKU-03777,Sensitive Lip Balm,Health & Beauty,Personal Care,114767487059,EA,24,0.28,5.1,3.9,8.8,0.1013,HB,stable,2022-10-03,True,0.7279,0.9921,C,B,True
SKU-03778,Sensitive Micellar Cleanser,Health & Beauty,Personal Care,381739947968,EA,24,0.99,2.4,1.7,4.4,0.0104,HB,stable,2025-04-30,True,1.1542,1.5731,B,B,False
SKU-03779,Sensitive Deodorant,Health & Beauty,Personal Care,770306893230,EA,12,0.51,6.8,3.0,3.6,0.0425,HB,stable,2023-04-10,True,0.8634,1.1768,B,B,False
SKU-03780,Natural Lip Balm,Health & Beauty,Personal Care,582682826361,EA,24,1.15,3.9,2.4,5.5,0.0298,HB,stable,2024-12-15,True,1.2352,1.6835,B,B,False
SKU-03781,Soothing Deodorant,Health & Beauty,Personal Care,851778734673,EA,12,1.26,7.0,1.8,8.0,0.0583,HB,stable,2022-06-30,True,0.3757,0.512,C,C,False
SKU-03782,Soothing Body Lotion,Health & Beauty,Personal Care,036772636043,EA,24,0.59,5.8,1.6,4.6,0.0247,HB,stable,2024-07-07,True,0.4184,0.5703,C,C,False
SKU-03783,Daily Body Lotion,Health & Beauty,Personal Care,504860187490,EA,24,0.91,4.4,3.9,5.8,0.0576,HB,stable,2022-04-04,True,0.3718,0.5068,C,C,False
SKU-03784,Sensitive Deodorant,Health & Beauty,Personal Care,438317706462,EA,12,0.84,7.1,2.3,5.2,0.0491,HB,stable,2023-08-09,True,0.9291,1.2664,B,B,False
SKU-03785,Fresh Sugar Scrub,Health & Beauty,Personal Care,191264234673,EA,12,0.48,4.1,2.6,7.2,0.0444,HB,stable,2025-01-28,True,1.0878,1.4826,B,B,False
SKU-03786,Natural Deodorant,Health & Beauty,Personal Care,385590337387,EA,48,1.0,2.2,1.1,8.2,0.0115,HB,stable,2022-10-15,True,0.4979,0.6786,C,B,True
SKU-03787,Daily Deodorant,Health & Beauty,Personal Care,035737210868,EA,24,0.66,4.5,1.7,7.1,0.0314,HB,stable,2023-07-09,True,16.4781,22.4592,A,A,False
SKU-03788,Daily Lip Balm,Health & Beauty,Personal Care,226844843985,EA,6,0.31,3.0,1.3,5.2,0.0117,HB,stable,2024-02-23,True,0.7997,1.0899,B,B,False
SKU-03789,Sensitive Lip Balm,Health & Beauty,Personal Care,362726327975,EA,48,1.48,4.8,2.7,4.7,0.0353,HB,stable,2022-09-28,True,0.9231,1.2581,B,B,False
SKU-03790,Soothing Lip Balm,Health & Beauty,Personal Care,917710633252,EA,6,0.21,5.1,3.8,6.8,0.0763,HB,stable,2025-04-03,True,7.171,9.7739,A,A,False
SKU-03791,Daily Sugar Scrub,Health & Beauty,Personal Care,644938097836,EA,24,1.0,6.5,1.9,6.1,0.0436,HB,stable,2025-02-27,True,0.9829,1.3396,B,B,False
SKU-03792,Natural Deodorant,Health & Beauty,Personal Care,858239913160,EA,6,1.32,6.6,1.8,3.9,0.0268,HB,stable,2023-08-14,True,0.6435,0.8771,C,B,True
SKU-03793,Soothing Micellar Cleanser,Health & Beauty,Personal Care,031131247556,EA,12,1.16,5.5,1.6,8.5,0.0433,HB,stable,2025-02-25,True,0.9462,1.2897,B,B,False
SKU-03794,Daily Hand Cream,Health & Beauty,Personal Care,969904412914,EA,12,1.33,4.0,1.8,6.8,0.0283,HB,stable,2023-04-09,True,0.3815,0.52,C,C,False
SKU-03795,Daily Lip Balm,Health & Beauty,Personal Care,992805852047,EA,48,0.26,4.0,4.0,8.8,0.0815,HB,stable,2022-12-27,True,0.5751,0.7839,C,B,True
SKU-03796,Fresh Body Wash,Health & Beauty,Personal Care,190440792696,EA,12,1.12,4.3,1.8,7.7,0.0345,HB,stable,2022-05-13,True,0.5233,0.7132,C,B,True
SKU-03797,Daily Micellar Cleanser,Health & Beauty,Personal Care,527217825934,EA,24,1.07,5.7,3.1,5.4,0.0552,HB,stable,2023-05-11,True,2.1335,2.9079,B,A,True
SKU-03798,Daily Micellar Cleanser,Health & Beauty,Personal Care,405458161737,EA,6,0.26,4.7,2.2,7.3,0.0437,HB,stable,2023-04-08,True,1.162,1.5838,B,B,False
SKU-03799,Soothing Body Wash,Health & Beauty,Personal Care,350866931864,EA,6,0.71,4.4,1.2,3.4,0.0104,HB,stable,2024-07-21,True,0.4658,0.6349,C,C,False
SKU-03800,Sensitive Deodorant,Health & Beauty,Personal Care,175633666112,EA,12,0.3,7.0,2.8,6.1,0.0692,HB,stable,2023-09-01,True,0.4084,0.5566,C,C,False
SKU-03801,Daily Body Lotion,Health & Beauty,Personal Care,641631285472,EA,6,0.29,6.9,1.1,4.6,0.0202,HB,stable,2025-01-26,True,0.5031,0.6857,C,B,True
SKU-03802,Sensitive Sugar Scrub,Health & Beauty,Personal Care,659371078803,EA,12,1.4,4.4,2.1,3.3,0.0176,HB,stable,2024-06-20,True,1.5186,2.0698,B,B,False
SKU-03803,Natural Body Wash,Health & Beauty,Personal Care,269490797104,EA,24,0.69,7.5,2.8,3.2,0.0389,HB,stable,2023-04-13,True,14.2105,19.3685,A,A,False
SKU-03804,Daily Micellar Cleanser,Health & Beauty,Personal Care,888120194654,EA,6,0.96,2.0,2.8,7.1,0.023,HB,stable,2023-01-24,True,0.8581,1.1696,B,B,False
SKU-03805,Daily Hand Cream,Health & Beauty,Personal Care,656893310328,EA,12,0.4,7.8,3.0,8.1,0.1097,HB,stable,2023-02-25,True,0.4741,0.6462,C,C,False
SKU-03806,Soothing Micellar Cleanser,Health & Beauty,Personal Care,651782151362,EA,12,0.79,3.4,2.8,6.2,0.0342,HB,stable,2024-04-27,True,0.3244,0.4421,C,C,False
SKU-03807,Advanced Micellar Cleanser,Health & Beauty,Personal Care,943837069290,EA,6,1.24,2.7,1.8,5.7,0.016,HB,stable,2024-05-19,True,0.5245,0.7149,C,B,True
SKU-03808,Soothing Body Wash,Health & Beauty,Personal Care,074467422943,EA,24,0.98,2.6,3.5,8.9,0.0469,HB,stable,2023-03-06,True,1.1398,1.5535,B,B,False
SKU-03809,Sensitive Deodorant,Health & Beauty,Personal Care,643161587096,EA,24,0.22,5.8,1.9,2.7,0.0172,HB,stable,2025-03-12,True,0.7741,1.0551,B,B,False
SKU-03810,Fresh Micellar Cleanser,Health & Beauty,Personal Care,969541491861,EA,12,1.13,7.9,2.3,8.8,0.0925,HB,stable,2025-04-18,True,0.7098,0.9675,C,B,True
SKU-03811,Natural Lip Balm,Health & Beauty,Personal Care,280452659987,EA,12,0.67,3.0,2.0,8.7,0.0302,HB,stable,2022-08-10,True,1.4018,1.9106,B,B,False
SKU-03812,Sensitive Body Lotion,Health & Beauty,Personal Care,462717628258,EA,6,1.19,5.0,1.4,7.7,0.0312,HB,stable,2024-01-31,True,1.6202,2.2083,B,B,False
SKU-03813,Advanced Lip Balm,Health & Beauty,Personal Care,559649626967,EA,24,0.43,5.9,1.9,6.5,0.0422,HB,stable,2022-08-25,True,0.7623,1.039,C,B,True
SKU-03814,Sensitive Deodorant,Health & Beauty,Personal Care,365030397916,EA,12,1.24,2.1,2.5,2.7,0.0082,HB,stable,2023-11-30,True,0.3402,0.4637,C,C,False
SKU-03815,Daily Hand Cream,Health & Beauty,Personal Care,298087152510,EA,24,1.28,7.8,1.2,2.7,0.0146,HB,stable,2023-01-20,True,0.5222,0.7118,C,B,True
SKU-03816,Soothing Body Lotion,Health & Beauty,Personal Care,610259601201,EA,6,0.98,7.6,2.4,8.4,0.0887,HB,stable,2023-02-11,True,0.8204,1.1182,B,B,False
SKU-03817,Soothing Hand Cream,Health & Beauty,Personal Care,036905236243,EA,12,1.21,7.4,1.4,4.3,0.0258,HB,stable,2023-02-08,True,0.3578,0.4877,C,C,False
SKU-03818,Daily Body Wash,Health & Beauty,Personal Care,765761260836,EA,24,0.91,5.7,2.4,2.2,0.0174,HB,stable,2023-03-31,True,4.1415,5.6448,A,A,False
SKU-03819,Daily Body Wash,Health & Beauty,Personal Care,024607500949,EA,24,1.11,3.9,1.5,5.3,0.0179,HB,stable,2024-12-18,True,3.6618,4.9909,A,A,False
SKU-03820,Natural Body Lotion,Health & Beauty,Personal Care,078986580202,EA,12,0.82,3.3,3.9,6.0,0.0447,HB,stable,2023-12-22,True,0.6848,0.9333,C,B,True
SKU-03821,Daily Hand Cream,Health & Beauty,Personal Care,311690005388,EA,24,1.35,2.2,2.3,7.8,0.0228,HB,stable,2025-04-03,True,12.3915,16.8893,A,A,False
SKU-03822,Fresh Deodorant,Health & Beauty,Personal Care,853938604695,EA,6,0.67,6.4,2.1,5.4,0.042,HB,stable,2024-04-02,True,0.6677,0.91,C,B,True
SKU-03823,Daily Deodorant,Health & Beauty,Personal Care,015614448909,EA,6,0.84,7.3,3.3,6.0,0.0836,HB,stable,2022-05-04,True,103.263,140.7443,A,A,False
SKU-03824,Daily Deodorant,Health & Beauty,Personal Care,143241183367,EA,48,1.16,5.6,2.0,8.6,0.0557,HB,stable,2023-05-18,True,2.6387,3.5965,B,A,True
SKU-03825,Fresh Lip Balm,Health & Beauty,Personal Care,414662636921,EA,48,0.57,7.1,3.5,3.2,0.046,HB,stable,2023-11-18,True,24.5864,33.5105,A,A,False
SKU-03826,Sensitive Body Lotion,Health & Beauty,Personal Care,775825783175,EA,6,0.58,4.1,2.1,3.8,0.0189,HB,stable,2022-09-25,True,2.2096,3.0116,B,A,True
SKU-03827,Soothing Body Lotion,Health & Beauty,Personal Care,608053481092,EA,12,1.01,7.9,2.8,8.7,0.1114,HB,stable,2022-03-26,True,1.6602,2.2628,B,B,False
SKU-03828,Sensitive Sugar Scrub,Health & Beauty,Personal Care,399731657419,EA,48,1.03,4.4,1.2,7.3,0.0223,HB,stable,2022-12-12,True,0.6022,0.8208,C,B,True
SKU-03829,Fresh Sugar Scrub,Health & Beauty,Personal Care,262107219727,EA,12,1.24,4.5,1.1,7.3,0.0209,HB,stable,2025-05-13,True,0.9269,1.2634,B,B,False
SKU-03830,Soothing Micellar Cleanser,Health & Beauty,Personal Care,090307351843,EA,6,1.21,4.4,2.5,8.8,0.056,HB,stable,2023-11-18,True,11.5593,15.755,A,A,False
SKU-03831,Daily Lip Balm,Health & Beauty,Personal Care,157321506882,EA,6,0.35,7.6,3.7,3.9,0.0635,HB,stable,2023-09-26,True,2.0038,2.7311,B,A,True
SKU-03832,Sensitive Body Wash,Health & Beauty,Personal Care,383202776035,EA,48,1.37,2.1,2.6,8.7,0.0275,HB,stable,2024-08-21,True,1.5112,2.0597,B,B,False
SKU-03833,Sensitive Body Wash,Health & Beauty,Personal Care,601689862079,EA,12,1.29,4.3,2.2,7.6,0.0416,HB,stable,2024-12-22,True,0.3367,0.4589,C,C,False
SKU-03834,Advanced Body Lotion,Health & Beauty,Personal Care,727472070505,EA,6,0.68,3.1,3.2,3.9,0.0224,HB,stable,2024-11-13,True,0.5244,0.7147,C,B,True
SKU-03835,Daily Hand Cream,Health & Beauty,Personal Care,696670614471,EA,48,1.39,4.1,2.1,3.7,0.0184,HB,stable,2023-06-14,True,0.5319,0.725,C,B,True
SKU-03836,Advanced Body Wash,Health & Beauty,Personal Care,918378189718,EA,12,0.6,4.1,3.4,5.7,0.046,HB,stable,2025-02-03,True,1.0184,1.388,B,B,False
SKU-03837,Advanced Body Wash,Health & Beauty,Personal Care,008452488827,EA,12,0.36,2.1,1.4,7.8,0.0133,HB,stable,2024-03-05,True,0.3925,0.5349,C,C,False
SKU-03838,Daily Hand Cream,Health & Beauty,Personal Care,130749637222,EA,24,1.4,7.4,3.0,6.3,0.0809,HB,stable,2022-03-28,True,2.0142,2.7453,B,A,True
SKU-03839,Sensitive Deodorant,Health & Beauty,Personal Care,354134641583,EA,24,0.9,7.8,2.9,4.1,0.0537,HB,stable,2023-12-06,True,0.5071,0.6911,C,B,True
SKU-03840,Fresh Hand Cream,Health & Beauty,Personal Care,968151278975,EA,12,1.34,3.1,3.8,5.8,0.0395,HB,stable,2024-11-06,True,2.8578,3.8951,A,A,False
SKU-03841,Advanced Hand Cream,Health & Beauty,Personal Care,640981617775,EA,6,1.24,7.5,3.0,3.3,0.043,HB,stable,2024-09-24,True,0.37,0.5043,C,C,False
SKU-03842,Sensitive Sugar Scrub,Health & Beauty,Personal Care,989662101920,EA,24,1.0,7.6,3.6,2.0,0.0317,HB,stable,2024-10-17,True,1.4369,1.9584,B,B,False
SKU-03843,Fresh Deodorant,Health & Beauty,Personal Care,577867602805,EA,24,1.07,6.5,1.8,7.2,0.0488,HB,stable,2024-01-03,True,0.3597,0.4903,C,C,False
SKU-03844,Soothing Sugar Scrub,Health & Beauty,Personal Care,816650166673,EA,12,0.23,5.5,1.5,5.8,0.0277,HB,stable,2022-06-13,True,0.511,0.6965,C,B,True
SKU-03845,Advanced Hand Cream,Health & Beauty,Personal Care,582409316815,EA,12,0.88,6.5,2.3,7.5,0.0649,HB,stable,2024-12-11,True,1.9707,2.686,B,A,True
SKU-03846,Advanced Body Lotion,Health & Beauty,Personal Care,960249286713,EA,12,1.01,2.8,3.7,7.7,0.0462,HB,stable,2023-11-02,True,0.7397,1.0082,C,B,True
SKU-03847,Daily Body Lotion,Health & Beauty,Personal Care,629426185980,EA,48,0.64,7.1,1.9,3.7,0.0289,HB,stable,2025-03-27,True,0.6583,0.8972,C,B,True
SKU-03848,Fresh Sugar Scrub,Health & Beauty,Personal Care,328945343261,EA,12,0.67,6.9,3.7,3.2,0.0473,HB,stable,2025-01-15,True,0.4149,0.5655,C,C,False
SKU-03849,Advanced Body Lotion,Health & Beauty,Personal Care,016010812912,EA,24,1.08,6.3,2.1,6.2,0.0475,HB,stable,2024-12-16,True,0.6055,0.8253,C,B,True
SKU-03850,Soothing Micellar Cleanser,Health & Beauty,Personal Care,713016442187,EA,12,1.23,4.2,1.6,3.5,0.0136,HB,stable,2025-04-29,True,9.9291,13.5331,A,A,False
SKU-03851,Daily Micellar Cleanser,Health & Beauty,Personal Care,216094787400,EA,12,0.76,2.8,1.1,5.9,0.0105,HB,stable,2024-05-30,True,0.3545,0.4832,C,C,False
SKU-03852,Daily Micellar Cleanser,Health & Beauty,Personal Care,092882579348,EA,12,0.78,3.7,2.0,5.5,0.0236,HB,stable,2023-05-30,True,1.0006,1.3638,B,B,False
SKU-03853,Sensitive Micellar Cleanser,Health & Beauty,Personal Care,862560145041,EA,24,1.08,4.2,3.1,6.0,0.0452,HB,stable,2023-11-12,True,1.3149,1.7922,B,B,False
SKU-03854,Soothing Deodorant,Health & Beauty,Personal Care,690407542190,EA,6,0.73,2.3,1.4,5.3,0.0099,HB,stable,2024-03-08,True,8.7511,11.9275,A,A,False
SKU-03855,Advanced Deodorant,Health & Beauty,Personal Care,778663990362,EA,24,1.4,3.9,2.1,6.8,0.0322,HB,stable,2022-09-08,True,2.8265,3.8525,A,A,False
SKU-03856,Fresh Lip Balm,Health & Beauty,Personal Care,217897931217,EA,12,1.42,7.7,2.6,8.1,0.0938,HB,stable,2024-01-04,True,0.324,0.4416,C,C,False
SKU-03857,Soothing Micellar Cleanser,Health & Beauty,Personal Care,876774901742,EA,24,1.47,7.1,3.4,4.3,0.0601,HB,stable,2024-12-17,True,0.6361,0.867,C,B,True
SKU-03858,Fresh Micellar Cleanser,Health & Beauty,Personal Care,156815051244,EA,6,0.26,4.0,2.5,2.3,0.0133,HB,stable,2023-06-19,True,0.7118,0.9702,C,B,True
SKU-03859,Daily Body Wash,Health & Beauty,Personal Care,270999799218,EA,12,1.32,7.3,2.4,3.3,0.0335,HB,stable,2025-03-22,True,0.573,0.781,C,B,True
SKU-03860,Natural Lip Balm,Health & Beauty,Personal Care,003012757305,EA,48,0.22,6.0,1.4,4.7,0.0228,HB,stable,2023-04-23,True,2.7464,3.7432,A,A,False
SKU-03861,Soothing Body Lotion,Health & Beauty,Personal Care,495925471129,EA,48,0.2,7.1,1.2,8.1,0.0399,HB,stable,2025-04-24,True,0.4552,0.6204,C,C,False
SKU-03862,Sensitive Body Wash,Health & Beauty,Personal Care,038157598057,EA,24,0.92,4.8,3.4,7.2,0.068,HB,stable,2023-09-26,True,0.8046,1.0967,B,B,False
SKU-03863,Advanced Deodorant,Health & Beauty,Personal Care,589245528781,EA,24,0.61,2.1,3.2,2.9,0.0113,HB,stable,2024-04-15,True,0.3111,0.424,C,C,False
SKU-03864,Sensitive Micellar Cleanser,Health & Beauty,Personal Care,104250126055,EA,12,0.86,5.5,2.7,2.6,0.0223,HB,stable,2025-01-19,True,0.7344,1.001,C,B,True
SKU-03865,Fresh Body Lotion,Health & Beauty,Personal Care,004532154945,EA,48,0.74,6.6,3.3,5.9,0.0744,HB,stable,2022-05-17,True,1.144,1.5592,B,B,False
SKU-03866,Advanced Lip Balm,Health & Beauty,Personal Care,908994798847,EA,12,0.47,3.6,1.4,2.5,0.0073,HB,stable,2022-06-13,True,0.3599,0.4905,C,C,False
SKU-03867,Fresh Lip Balm,Health & Beauty,Personal Care,562989415072,EA,12,0.54,7.1,3.0,6.2,0.0764,HB,stable,2022-10-17,True,0.342,0.4661,C,C,False
SKU-03868,Soothing Lip Balm,Health & Beauty,Personal Care,580503582285,EA,24,0.33,6.0,2.2,8.4,0.0642,HB,stable,2022-05-27,True,2.1394,2.916,B,A,True
SKU-03869,Natural Micellar Cleanser,Health & Beauty,Personal Care,590799680062,EA,24,0.98,7.6,2.3,6.4,0.0647,HB,stable,2023-01-05,True,0.4428,0.6035,C,C,False
SKU-03870,Soothing Body Lotion,Health & Beauty,Personal Care,861435598511,EA,12,1.36,6.8,1.9,6.3,0.0471,HB,stable,2023-10-10,True,0.3557,0.4848,C,C,False
SKU-03871,Sensitive Micellar Cleanser,Health & Beauty,Personal Care,581754656513,EA,48,0.43,6.1,3.7,6.7,0.0875,HB,stable,2025-02-02,True,0.4462,0.6082,C,C,False
SKU-03872,Soothing Deodorant,Health & Beauty,Personal Care,892357041260,EA,48,1.11,2.3,1.6,5.2,0.0111,HB,stable,2025-02-07,True,0.3753,0.5115,C,C,False
SKU-03873,Fresh Lip Balm,Health & Beauty,Personal Care,022008439517,EA,24,0.74,4.4,2.9,2.4,0.0177,HB,stable,2024-07-12,True,0.6696,0.9127,C,B,True
SKU-03874,Natural Lip Balm,Health & Beauty,Personal Care,034253821970,EA,48,0.38,5.5,3.7,8.2,0.0966,HB,stable,2024-10-10,True,0.5254,0.7161,C,B,True
SKU-03875,Natural Hand Cream,Health & Beauty,Personal Care,133171393646,EA,24,0.24,7.1,2.4,3.6,0.0355,HB,stable,2023-11-15,True,0.6717,0.9155,C,B,True
SKU-03876,Fresh Hand Cream,Health & Beauty,Personal Care,654302980970,EA,12,0.84,6.6,1.2,6.7,0.0307,HB,stable,2024-11-04,True,1.889,2.5746,B,B,False
SKU-03877,Natural Micellar Cleanser,Health & Beauty,Personal Care,188111806825,EA,6,1.07,6.6,2.5,8.5,0.0812,HB,stable,2022-05-16,True,0.49,0.6679,C,B,True
SKU-03878,Sensitive Lip Balm,Health & Beauty,Personal Care,698489431635,EA,48,1.15,6.4,1.4,2.8,0.0145,HB,stable,2025-03-03,True,3.2136,4.38,A,A,False
SKU-03879,Daily Hand Cream,Health & Beauty,Personal Care,178738242494,EA,24,0.87,7.5,2.4,5.3,0.0552,HB,stable,2022-04-14,True,0.3098,0.4222,C,C,False
SKU-03880,Soothing Lip Balm,Health & Beauty,Personal Care,015134464063,EA,6,1.41,5.7,1.9,8.3,0.052,HB,stable,2022-11-16,True,1.0801,1.4722,B,B,False
SKU-03881,Natural Hand Cream,Health & Beauty,Personal Care,118029163415,EA,12,1.06,2.5,1.6,7.1,0.0164,HB,stable,2023-03-29,True,140.8131,191.924,A,A,False
SKU-03882,Soothing Micellar Cleanser,Health & Beauty,Personal Care,149347879814,EA,24,0.84,5.9,3.1,3.3,0.0349,HB,stable,2023-07-18,True,10.7566,14.6609,A,A,False
SKU-03883,Soothing Deodorant,Health & Beauty,Personal Care,358817055486,EA,48,1.12,3.9,3.9,4.7,0.0414,HB,stable,2023-12-29,True,4.8104,6.5564,A,A,False
SKU-03884,Soothing Body Wash,Health & Beauty,Personal Care,500792941293,EA,48,0.97,6.8,1.4,6.9,0.038,HB,stable,2023-05-17,True,0.4382,0.5972,C,C,False
SKU-03885,Sensitive Body Lotion,Health & Beauty,Personal Care,239548127358,EA,24,0.76,4.9,4.0,2.9,0.0329,HB,stable,2023-09-09,True,0.5445,0.7421,C,B,True
SKU-03886,Daily Deodorant,Health & Beauty,Personal Care,919450757929,EA,12,1.31,2.4,1.9,5.9,0.0156,HB,stable,2024-05-13,True,0.4836,0.6591,C,C,False
SKU-03887,Daily Body Lotion,Health & Beauty,Personal Care,982364381437,EA,48,0.2,7.5,2.7,6.1,0.0715,HB,stable,2022-06-28,True,1.1406,1.5546,B,B,False
SKU-03888,Natural Lip Balm,Health & Beauty,Personal Care,936247595747,EA,24,0.71,7.3,2.0,8.5,0.0718,HB,stable,2022-04-09,True,1.0264,1.399,B,B,False
SKU-03889,Sensitive Body Wash,Health & Beauty,Personal Care,221981338080,EA,24,0.92,7.3,1.1,2.9,0.0135,HB,stable,2023-07-10,True,0.4696,0.6401,C,C,False
SKU-03890,Daily Body Lotion,Health & Beauty,Personal Care,839854118393,EA,12,0.33,7.4,3.7,6.4,0.1014,HB,stable,2023-07-13,True,0.5283,0.72,C,B,True
SKU-03891,Advanced Micellar Cleanser,Health & Beauty,Personal Care,644732405714,EA,12,0.72,6.9,2.9,3.8,0.044,HB,stable,2024-12-27,True,1.0251,1.3972,B,B,False
SKU-03892,Sensitive Body Lotion,Health & Beauty,Personal Care,640038155922,EA,24,0.82,5.4,1.1,7.5,0.0258,HB,stable,2024-01-25,True,1.5397,2.0986,B,B,False
SKU-03893,Fresh Deodorant,Health & Beauty,Personal Care,475017458282,EA,12,1.06,7.5,3.4,6.5,0.0959,HB,stable,2024-06-18,True,0.7859,1.0711,B,B,False
SKU-03894,Natural Lip Balm,Health & Beauty,Personal Care,756156212409,EA,24,0.36,3.6,1.2,6.7,0.0168,HB,stable,2022-12-13,True,0.446,0.6079,C,C,False
SKU-03895,Sensitive Deodorant,Health & Beauty,Personal Care,434439579637,EA,6,0.96,5.5,1.2,5.0,0.0191,HB,stable,2023-01-18,True,2.194,2.9903,B,A,True
SKU-03896,Sensitive Body Wash,Health & Beauty,Personal Care,109563804649,EA,6,0.79,7.2,2.9,7.2,0.087,HB,stable,2023-01-15,True,0.3514,0.4789,C,C,False
SKU-03897,Soothing Deodorant,Health & Beauty,Personal Care,307063916108,EA,48,0.3,2.3,2.0,3.7,0.0098,HB,stable,2022-03-16,True,0.3156,0.4302,C,C,False
SKU-03898,Daily Sugar Scrub,Health & Beauty,Personal Care,175618341957,EA,24,1.25,3.4,1.5,6.0,0.0177,HB,stable,2025-03-23,True,0.5349,0.729,C,B,True
SKU-03899,Soothing Deodorant,Health & Beauty,Personal Care,765568229933,EA,24,0.67,5.4,1.7,4.8,0.0255,HB,stable,2022-06-10,True,0.7842,1.0689,B,B,False
SKU-03900,Fresh Sugar Scrub,Health & Beauty,Personal Care,989574060126,EA,24,0.52,5.0,3.8,3.9,0.0429,HB,stable,2024-10-27,True,0.5693,0.7759,C,B,True
SKU-03901,Daily Sugar Scrub,Health & Beauty,Personal Care,461166999134,EA,24,1.12,5.7,1.4,2.7,0.0125,HB,stable,2022-06-05,True,0.8677,1.1827,B,B,False
SKU-03902,Fresh Body Lotion,Health & Beauty,Personal Care,277302243194,EA,12,1.42,2.2,3.4,3.7,0.016,HB,stable,2024-02-15,True,1.1585,1.579,B,B,False
SKU-03903,Daily Sugar Scrub,Health & Beauty,Personal Care,592460565382,EA,24,1.45,5.3,3.1,3.2,0.0304,HB,stable,2024-05-16,True,0.68,0.9268,C,B,True
SKU-03904,Daily Sugar Scrub,Health & Beauty,Personal Care,018114111052,EA,12,0.79,3.7,3.3,3.3,0.0233,HB,stable,2022-04-01,True,0.3416,0.4656,C,C,False
SKU-03905,Natural Body Wash,Health & Beauty,Personal Care,614856040537,EA,24,0.21,2.4,2.7,5.5,0.0206,HB,stable,2025-01-27,True,1.034,1.4093,B,B,False
SKU-03906,Fresh Micellar Cleanser,Health & Beauty,Personal Care,463896220789,EA,48,1.41,2.7,2.4,3.7,0.0139,HB,stable,2024-11-14,True,1.3216,1.8013,B,B,False
SKU-03907,Natural Micellar Cleanser,Health & Beauty,Personal Care,007537328568,EA,12,0.53,5.2,3.2,2.9,0.0279,HB,stable,2025-04-18,True,0.5029,0.6854,C,B,True
SKU-03908,Sensitive Body Wash,Health & Beauty,Personal Care,082522349396,EA,24,0.64,3.8,3.2,6.7,0.0471,HB,stable,2022-05-01,True,3.473,4.7336,A,A,False
SKU-03909,Sensitive Body Lotion,Health & Beauty,Personal Care,973759697578,EA,12,0.8,5.8,1.5,6.0,0.0302,HB,stable,2023-01-10,True,0.3201,0.4363,C,C,False
SKU-03910,Sensitive Body Wash,Health & Beauty,Personal Care,157381800894,EA,12,0.88,2.2,3.9,8.8,0.0437,HB,stable,2023-08-02,True,4.8862,6.6598,A,A,False
