snapshot_date,sku_id,location_code,zone,shelf_type,ergonomic_tier,level_height_in,dist_from_dock_ft,qty_on_hand,qty_allocated,qty_available,days_since_last_replenishment,last_replenishment_date,abc_tier_at_slotting,abc_tier_current,slotting_drift,current_vel_picks_per_day
2025-06-20,SKU-04222,C-02R-004-5-B,C,HB,overhead,81,275,7,0,7,6,2025-06-14,B,B,False,1.193
2025-06-20,SKU-04223,D-01L-009-2-A,D,HB,prime,27,400,5,0,5,5,2025-06-15,C,C,False,0.427
2025-06-20,SKU-04224,C-02R-002-5-B,C,HB,overhead,81,275,26,1,25,16,2025-06-04,B,B,False,1.342
2025-06-20,SKU-04225,C-01L-016-4-B,C,HB,sub_prime,63,275,26,1,25,13,2025-06-07,B,B,False,1.433
2025-06-20,SKU-04226,C-01R-021-3-B,C,HB,prime,45,275,5,0,5,17,2025-06-03,C,C,False,0.312
2025-06-20,SKU-04227,D-01R-021-5-B,D,HB,overhead,81,400,16,0,16,2,2025-06-18,B,B,False,0.896
2025-06-20,SKU-04228,B-01L-025-3-A,B,HB,prime,45,150,15,0,15,14,2025-06-06,B,B,False,0.793
2025-06-20,SKU-04229,B-01L-021-4-B,B,HB,sub_prime,63,150,12,0,12,5,2025-06-15,B,C,True,0.701
2025-06-20,SKU-04230,D-02R-003-3-A,D,HB,prime,45,400,1,0,1,12,2025-06-08,C,C,False,0.354
2025-06-20,SKU-04231,B-02R-003-4-A,B,HB,sub_prime,63,150,13,0,13,19,2025-06-01,B,B,False,1.877
2025-06-20,SKU-04232,E-02R-003-5-B,E,HB,overhead,81,525,5,0,5,12,2025-06-08,C,C,False,0.472
2025-06-20,SKU-04233,D-01L-005-1-B,D,HB,floor,9,400,13,1,12,8,2025-06-12,B,B,False,1.312
2025-06-20,SKU-04234,E-02R-009-3-B,E,HB,prime,45,525,7,0,7,3,2025-06-17,C,C,False,0.397
2025-06-20,SKU-04235,A-01L-012-1-B,A,HB,floor,9,50,22,0,22,12,2025-06-08,B,B,False,1.284
2025-06-20,SKU-04236,C-02L-004-3-A,C,HB,prime,45,275,21,0,21,8,2025-06-12,B,B,False,1.132
2025-06-20,SKU-04237,D-02R-005-1-A,D,HB,floor,9,400,1,0,1,1,2025-06-19,C,C,False,0.365
2025-06-20,SKU-04238,D-01R-019-2-B,D,HB,prime,27,400,6,0,6,12,2025-06-08,C,C,False,0.37
2025-06-20,SKU-04239,D-01R-020-5-B,D,HB,overhead,81,400,7,0,7,17,2025-06-03,C,C,False,0.431
2025-06-20,SKU-04240,D-01R-001-5-B,D,HB,overhead,81,400,3,0,3,2,2025-06-18,B,C,True,0.501
2025-06-20,SKU-04241,D-01R-006-2-B,D,HB,prime,27,400,2,0,2,4,2025-06-16,C,C,False,0.311
2025-06-20,SKU-04242,B-02L-022-5-A,B,HB,overhead,81,150,2,0,2,12,2025-06-08,C,C,False,0.484
2025-06-20,SKU-04243,C-02R-021-3-A,C,HB,prime,45,275,5,0,5,13,2025-06-07,B,C,True,0.517
2025-06-20,SKU-04244,E-02R-025-5-B,E,HB,overhead,81,525,1,0,1,4,2025-06-16,C,C,False,0.327
2025-06-20,SKU-04245,B-01R-001-1-A,B,HB,floor,9,150,61,3,58,14,2025-06-06,A,A,False,10.396
2025-06-20,SKU-04246,A-01L-024-1-A,A,HB,floor,9,50,51,1,50,18,2025-06-02,A,B,True,2.49
2025-06-20,SKU-04247,B-01R-022-4-B,B,HB,sub_prime,63,150,14,4,10,7,2025-06-13,A,A,False,2.945
2025-06-20,SKU-04248,B-02L-013-1-A,B,HB,floor,9,150,10,0,10,3,2025-06-17,B,B,False,0.86
2025-06-20,SKU-04249,C-01R-005-3-B,C,HB,prime,45,275,8,0,8,18,2025-06-02,B,B,False,0.844
2025-06-20,SKU-04250,C-01R-019-5-A,C,HB,overhead,81,275,5,0,5,15,2025-06-05,C,C,False,0.378
2025-06-20,SKU-04251,D-01L-025-3-A,D,HB,prime,45,400,6,0,6,1,2025-06-19,C,C,False,0.445
2025-06-20,SKU-04252,C-01L-024-4-B,C,HB,sub_prime,63,275,11,0,11,17,2025-06-03,B,C,True,0.627
2025-06-20,SKU-04253,E-01L-005-3-B,E,HB,prime,45,525,15,0,15,10,2025-06-10,B,B,False,0.778
2025-06-20,SKU-04254,D-02R-015-4-B,D,HB,sub_prime,63,400,6,0,6,7,2025-06-13,C,C,False,0.418
2025-06-20,SKU-04255,C-02R-015-4-B,C,HB,sub_prime,63,275,21,0,21,9,2025-06-11,B,B,False,1.196
2025-06-20,SKU-04256,D-01L-006-2-B,D,HB,prime,27,400,1,0,1,10,2025-06-10,C,C,False,0.377
2025-06-20,SKU-04257,E-01L-022-4-B,E,HB,sub_prime,63,525,3,0,3,13,2025-06-07,C,C,False,0.4
2025-06-20,SKU-04258,D-01L-018-1-A,D,HB,floor,9,400,7,0,7,5,2025-06-15,B,C,True,0.547
2025-06-20,SKU-04259,D-01R-007-4-A,D,HB,sub_prime,63,400,6,0,6,10,2025-06-10,B,C,True,0.707
2025-06-20,SKU-04260,D-01R-025-1-B,D,HB,floor,9,400,5,0,5,15,2025-06-05,C,C,False,0.393
2025-06-20,SKU-04261,B-01R-019-3-A,B,HB,prime,45,150,16,0,16,1,2025-06-19,B,B,False,1.237
2025-06-20,SKU-04262,C-01L-011-3-B,C,HB,prime,45,275,9,0,9,19,2025-06-01,B,C,True,0.761
2025-06-20,SKU-04263,D-02R-007-1-A,D,HB,floor,9,400,6,0,6,2,2025-06-18,B,C,True,0.513
2025-06-20,SKU-04264,C-02L-002-4-A,C,HB,sub_prime,63,275,16,0,16,10,2025-06-10,B,B,False,0.968
2025-06-20,SKU-04265,C-02R-006-1-A,C,HB,floor,9,275,14,0,14,4,2025-06-16,B,C,True,0.716
2025-06-20,SKU-04266,C-02L-002-2-B,C,HB,prime,27,275,26,0,26,19,2025-06-01,B,B,False,1.44
2025-06-20,SKU-04267,B-01L-001-4-A,B,HB,sub_prime,63,150,24,0,24,19,2025-06-01,B,B,False,1.361
2025-06-20,SKU-04268,E-02R-021-1-B,E,HB,floor,9,525,5,0,5,9,2025-06-11,C,C,False,0.321
2025-06-20,SKU-04269,E-02L-009-3-B,E,HB,prime,45,525,3,0,3,13,2025-06-07,C,C,False,0.35
2025-06-20,SKU-04270,D-02L-002-2-A,D,HB,prime,27,400,5,0,5,11,2025-06-09,C,C,False,0.479
2025-06-20,SKU-04271,B-01R-004-5-B,B,HB,overhead,81,150,17,0,17,19,2025-06-01,A,B,True,1.927
2025-06-20,SKU-04272,E-01R-014-1-B,E,HB,floor,9,525,3,0,3,8,2025-06-12,C,C,False,0.429
2025-06-20,SKU-04273,C-02R-020-5-A,C,HB,overhead,81,275,7,0,7,18,2025-06-02,B,B,False,1.274
2025-06-20,SKU-04274,C-02R-013-1-A,C,HB,floor,9,275,21,1,20,9,2025-06-11,B,B,False,1.127
2025-06-20,SKU-04275,D-01R-003-4-A,D,HB,sub_prime,63,400,5,0,5,14,2025-06-06,C,C,False,0.323
2025-06-20,SKU-04276,C-02L-026-5-B,C,HB,overhead,81,275,6,0,6,11,2025-06-09,B,B,False,0.791
2025-06-20,SKU-04277,B-02R-013-3-B,B,HB,prime,45,150,98,4,94,4,2025-06-16,A,A,False,5.095
2025-06-20,SKU-04278,A-01L-026-4-B,A,HB,sub_prime,63,50,28,4,24,20,2025-05-31,A,A,False,3.76
2025-06-20,SKU-04279,A-02L-015-4-A,A,HB,sub_prime,63,50,39,2,37,17,2025-06-03,A,A,False,3.611
2025-06-20,SKU-04280,C-02L-025-5-B,C,HB,overhead,81,275,24,1,23,16,2025-06-04,B,B,False,1.2
2025-06-20,SKU-04281,B-02L-021-5-A,B,HB,overhead,81,150,6,0,6,17,2025-06-03,B,B,False,0.963
2025-06-20,SKU-04282,E-01R-020-1-A,E,HB,floor,9,525,1,0,1,2,2025-06-18,C,C,False,0.332
2025-06-20,SKU-04283,E-02L-005-1-A,E,HB,floor,9,525,7,0,7,14,2025-06-06,C,C,False,0.411
2025-06-20,SKU-04284,D-02L-001-3-B,D,HB,prime,45,400,2,0,2,19,2025-06-01,C,C,False,0.319
2025-06-20,SKU-04285,A-01L-018-3-B,A,HB,prime,45,50,11,0,11,3,2025-06-17,B,B,False,0.939
2025-06-20,SKU-04286,B-02L-023-4-A,B,HB,sub_prime,63,150,9,0,9,19,2025-06-01,B,C,True,0.608
2025-06-20,SKU-04287,C-02L-018-4-B,C,HB,sub_prime,63,275,8,0,8,1,2025-06-19,B,C,True,0.513
2025-06-20,SKU-04288,D-01L-020-4-A,D,HB,sub_prime,63,400,4,0,4,6,2025-06-14,B,C,True,0.657
2025-06-20,SKU-04289,E-01L-019-3-A,E,HB,prime,45,525,5,0,5,18,2025-06-02,C,C,False,0.375
2025-06-20,SKU-04290,C-02R-023-1-B,C,HB,floor,9,275,9,1,8,2,2025-06-18,B,B,False,1.481
2025-06-20,SKU-04291,E-02L-013-2-B,E,HB,prime,27,525,2,0,2,10,2025-06-10,B,C,True,0.582
2025-06-20,SKU-04292,B-02L-008-2-A,B,HB,prime,27,150,99,4,95,12,2025-06-08,A,A,False,8.558
2025-06-20,SKU-04293,D-01L-026-5-A,D,HB,overhead,81,400,2,0,2,20,2025-05-31,C,C,False,0.37
2025-06-20,SKU-04294,A-02R-019-3-A,A,HB,prime,45,50,46,0,46,7,2025-06-13,A,A,False,3.181
2025-06-20,SKU-04295,C-02R-021-5-B,C,HB,overhead,81,275,9,0,9,12,2025-06-08,B,B,False,1.88
2025-06-20,SKU-04296,D-01R-012-2-B,D,HB,prime,27,400,3,0,3,8,2025-06-12,B,C,True,0.513
2025-06-20,SKU-04297,B-01L-002-3-A,B,HB,prime,45,150,127,4,123,3,2025-06-17,A,A,False,7.138
2025-06-20,SKU-04298,B-01L-012-4-A,B,HB,sub_prime,63,150,8,0,8,7,2025-06-13,B,C,True,0.741
2025-06-20,SKU-04299,B-02R-008-2-B,B,HB,prime,27,150,5,0,5,1,2025-06-19,B,C,True,0.527
2025-06-20,SKU-04300,B-02R-008-2-A,B,HB,prime,27,150,11,0,11,10,2025-06-10,B,B,False,0.866
2025-06-20,SKU-04301,C-02R-025-5-A,C,HB,overhead,81,275,7,0,7,10,2025-06-10,B,B,False,1.259
2025-06-20,SKU-04302,C-02L-008-5-B,C,HB,overhead,81,275,9,0,9,5,2025-06-15,B,B,False,0.941
2025-06-20,SKU-04303,D-02R-025-1-B,D,HB,floor,9,400,3,0,3,3,2025-06-17,B,C,True,0.541
2025-06-20,SKU-04304,A-02R-022-3-B,A,HB,prime,45,50,171,12,159,6,2025-06-14,A,A,False,8.195
2025-06-20,SKU-04305,A-01L-018-4-B,A,HB,sub_prime,63,50,4,0,4,16,2025-06-04,B,B,False,0.876
2025-06-20,SKU-04306,C-02R-023-4-A,C,HB,sub_prime,63,275,31,2,29,20,2025-05-31,B,B,False,1.579
2025-06-20,SKU-04307,B-02L-020-4-B,B,HB,sub_prime,63,150,10,0,10,15,2025-06-05,B,B,False,0.839
2025-06-20,SKU-04308,B-02R-019-4-A,B,HB,sub_prime,63,150,801,78,723,5,2025-06-15,A,A,False,44.256
2025-06-20,SKU-04309,C-01R-016-1-B,C,HB,floor,9,275,9,0,9,19,2025-06-01,C,C,False,0.487
2025-06-20,SKU-04310,E-01R-018-1-B,E,HB,floor,9,525,8,0,8,15,2025-06-05,B,C,True,0.702
2025-06-20,SKU-04311,B-02L-012-2-B,B,HB,prime,27,150,9,0,9,4,2025-06-16,B,B,False,0.971
2025-06-20,SKU-04312,E-01L-020-5-B,E,HB,overhead,81,525,2,0,2,2,2025-06-18,C,C,False,0.412
2025-06-20,SKU-04313,B-01R-018-4-B,B,HB,sub_prime,63,150,8,0,8,1,2025-06-19,B,C,True,0.659
2025-06-20,SKU-04314,C-02L-013-2-A,C,HB,prime,27,275,3,0,3,13,2025-06-07,B,C,True,0.619
2025-06-20,SKU-04315,E-01R-024-2-A,E,HB,prime,27,525,5,0,5,2,2025-06-18,C,C,False,0.449
2025-06-20,SKU-04316,D-02R-010-1-A,D,HB,floor,9,400,13,0,13,7,2025-06-13,B,B,False,0.804
2025-06-20,SKU-04317,D-02L-009-3-A,D,HB,prime,45,400,5,0,5,14,2025-06-06,B,C,True,0.587
2025-06-20,SKU-04318,D-02L-012-4-A,D,HB,sub_prime,63,400,1,0,1,18,2025-06-02,C,C,False,0.332
2025-06-20,SKU-04319,D-01L-002-4-A,D,HB,sub_prime,63,400,1,0,1,14,2025-06-06,C,C,False,0.345
2025-06-20,SKU-04320,E-02R-014-4-B,E,HB,sub_prime,63,525,4,0,4,10,2025-06-10,C,C,False,0.378
2025-06-20,SKU-04321,B-02R-007-2-B,B,HB,prime,27,150,7,0,7,2,2025-06-18,B,C,True,0.492
2025-06-20,SKU-04322,C-01R-003-2-A,C,HB,prime,27,275,12,0,12,18,2025-06-02,B,C,True,0.634
2025-06-20,SKU-04323,E-01L-004-2-B,E,HB,prime,27,525,15,0,15,12,2025-06-08,B,B,False,0.967
2025-06-20,SKU-04324,B-02R-005-5-B,B,HB,overhead,81,150,63,1,62,12,2025-06-08,A,A,False,4.315
2025-06-20,SKU-04325,D-01R-025-4-A,D,HB,sub_prime,63,400,5,0,5,13,2025-06-07,C,C,False,0.328
2025-06-20,SKU-04326,E-02R-003-2-B,E,HB,prime,27,525,18,1,17,16,2025-06-04,B,B,False,1.442
2025-06-20,SKU-04327,D-02L-010-4-B,D,HB,sub_prime,63,400,2,0,2,10,2025-06-10,B,C,True,0.549
2025-06-20,SKU-04328,A-02L-021-1-B,A,HB,floor,9,50,31735,1080,30655,11,2025-06-09,A,A,False,1548.945
2025-06-20,SKU-04329,E-01L-013-3-A,E,HB,prime,45,525,3,0,3,1,2025-06-19,C,C,False,0.335
2025-06-20,SKU-04330,D-01R-011-2-B,D,HB,prime,27,400,16,0,16,2,2025-06-18,B,B,False,0.972
2025-06-20,SKU-04331,D-01L-009-3-B,D,HB,prime,45,400,1,0,1,14,2025-06-06,C,C,False,0.38
2025-06-20,SKU-04332,D-01R-004-5-B,D,HB,overhead,81,400,5,0,5,3,2025-06-17,C,C,False,0.343
2025-06-20,SKU-04333,D-01R-007-5-A,D,HB,overhead,81,400,5,0,5,18,2025-06-02,B,C,True,0.698
2025-06-20,SKU-04334,C-02R-008-2-A,C,HB,prime,27,275,2,0,2,13,2025-06-07,B,C,True,0.5
2025-06-20,SKU-04335,C-01L-008-2-A,C,HB,prime,27,275,6,0,6,5,2025-06-15,C,C,False,0.408
2025-06-20,SKU-04336,D-02L-013-5-B,D,HB,overhead,81,400,6,0,6,20,2025-05-31,C,C,False,0.352
2025-06-20,SKU-04337,E-01R-003-5-A,E,HB,overhead,81,525,3,0,3,8,2025-06-12,C,C,False,0.374
2025-06-20,SKU-04338,D-01L-021-1-B,D,HB,floor,9,400,1,0,1,11,2025-06-09,C,C,False,0.344
2025-06-20,SKU-04339,B-02L-013-3-A,B,HB,prime,45,150,9,0,9,18,2025-06-02,B,B,False,0.772
2025-06-20,SKU-04340,C-01R-010-5-A,C,HB,overhead,81,275,8,0,8,7,2025-06-13,B,B,False,0.938
2025-06-20,SKU-04341,C-02R-014-4-B,C,HB,sub_prime,63,275,26,0,26,12,2025-06-08,B,B,False,1.369
2025-06-20,SKU-04342,C-01L-020-5-A,C,HB,overhead,81,275,2,0,2,3,2025-06-17,B,C,True,0.528
2025-06-20,SKU-04343,B-01R-013-1-A,B,HB,floor,9,150,4,0,4,10,2025-06-10,B,C,True,0.516
2025-06-20,SKU-04344,D-02L-017-3-A,D,HB,prime,45,400,1,0,1,7,2025-06-13,C,C,False,0.34
2025-06-20,SKU-04345,A-02R-011-2-B,A,HB,prime,27,50,31,9,22,18,2025-06-02,A,A,False,6.374
2025-06-20,SKU-04346,C-02L-009-3-B,C,HB,prime,45,275,52,5,47,16,2025-06-04,A,A,False,3.24
2025-06-20,SKU-04347,B-02R-012-5-B,B,HB,overhead,81,150,504,29,475,7,2025-06-13,A,A,False,28.163
2025-06-20,SKU-04348,C-02L-012-4-B,C,HB,sub_prime,63,275,16,0,16,19,2025-06-01,B,B,False,0.824
2025-06-20,SKU-04349,D-01L-012-2-B,D,HB,prime,27,400,3,0,3,9,2025-06-11,B,C,True,0.547
2025-06-20,SKU-04350,D-01L-016-2-B,D,HB,prime,27,400,12,1,11,20,2025-05-31,B,B,False,1.444
2025-06-20,SKU-04351,C-02R-012-3-A,C,HB,prime,45,275,2,0,2,2,2025-06-18,C,C,False,0.465
2025-06-20,SKU-04352,D-01R-015-2-B,D,HB,prime,27,400,5,1,4,14,2025-06-06,B,B,False,1.035
2025-06-20,SKU-04353,B-02L-022-4-A,B,HB,sub_prime,63,150,508,0,508,18,2025-06-02,A,A,False,32.27
2025-06-20,SKU-04354,C-01L-017-2-B,C,HB,prime,27,275,19,0,19,18,2025-06-02,B,B,False,0.978
2025-06-20,SKU-04355,C-01R-015-1-A,C,HB,floor,9,275,6,0,6,7,2025-06-13,B,C,True,0.687
2025-06-20,SKU-04356,D-02L-018-2-B,D,HB,prime,27,400,1,0,1,14,2025-06-06,C,C,False,0.377
2025-06-20,SKU-04357,B-01R-009-3-A,B,HB,prime,45,150,5,0,5,4,2025-06-16,B,C,True,0.64
2025-06-20,SKU-04358,E-02L-015-2-A,E,HB,prime,27,525,5,0,5,12,2025-06-08,C,C,False,0.386
2025-06-20,SKU-04359,A-02L-012-4-B,A,HB,sub_prime,63,50,36,1,35,8,2025-06-12,A,B,True,2.523
2025-06-20,SKU-04360,D-02R-005-4-B,D,HB,sub_prime,63,400,5,0,5,13,2025-06-07,C,C,False,0.315
2025-06-20,SKU-04361,C-01L-025-5-A,C,HB,overhead,81,275,10,0,10,9,2025-06-11,B,C,True,0.732
2025-06-20,SKU-04362,D-02L-012-5-B,D,HB,overhead,81,400,23,1,22,15,2025-06-05,B,B,False,1.157
2025-06-20,SKU-04363,D-02L-021-3-A,D,HB,prime,45,400,14,0,14,19,2025-06-01,B,C,True,0.739
2025-06-20,SKU-04364,B-01R-024-1-B,B,HB,floor,9,150,10,0,10,1,2025-06-19,B,C,True,0.664
2025-06-20,SKU-04365,B-01R-017-5-B,B,HB,overhead,81,150,4,0,4,19,2025-06-01,B,C,True,0.716
2025-06-20,SKU-04366,C-01L-017-3-A,C,HB,prime,45,275,6,0,6,4,2025-06-16,B,C,True,0.505
2025-06-20,SKU-04367,D-01L-019-1-B,D,HB,floor,9,400,8,0,8,13,2025-06-07,C,C,False,0.476
2025-06-20,SKU-04368,B-01L-025-2-B,B,HB,prime,27,150,4,0,4,12,2025-06-08,B,C,True,0.589
2025-06-20,SKU-04369,C-02L-024-3-B,C,HB,prime,45,275,2,0,2,15,2025-06-05,C,C,False,0.409
2025-06-20,SKU-04370,A-02R-026-5-A,A,HB,overhead,81,50,1003,55,948,16,2025-06-04,A,A,False,64.539
2025-06-20,SKU-04371,D-01L-008-1-A,D,HB,floor,9,400,2,0,2,6,2025-06-14,C,C,False,0.444
2025-06-20,SKU-04372,E-01L-025-1-A,E,HB,floor,9,525,5,0,5,16,2025-06-04,C,C,False,0.366
2025-06-20,SKU-04373,C-02R-008-5-B,C,HB,overhead,81,275,13,0,13,3,2025-06-17,B,B,False,0.828
2025-06-20,SKU-04374,C-02R-014-1-A,C,HB,floor,9,275,5,0,5,17,2025-06-03,C,C,False,0.477
2025-06-20,SKU-04375,A-02L-002-3-B,A,HB,prime,45,50,38,4,34,14,2025-06-06,A,B,True,2.564
2025-06-20,SKU-04376,C-01R-017-1-A,C,HB,floor,9,275,8,0,8,2,2025-06-18,C,C,False,0.431
2025-06-20,SKU-04377,D-01R-012-5-A,D,HB,overhead,81,400,6,0,6,19,2025-06-01,C,C,False,0.365
2025-06-20,SKU-04378,E-02R-022-3-A,E,HB,prime,45,525,2,0,2,15,2025-06-05,C,C,False,0.486
2025-06-20,SKU-04379,E-02R-006-2-A,E,HB,prime,27,525,5,0,5,10,2025-06-10,C,C,False,0.323
2025-06-20,SKU-04380,E-02L-001-1-A,E,HB,floor,9,525,3,0,3,10,2025-06-10,C,C,False,0.411
2025-06-20,SKU-04381,E-02R-006-1-B,E,HB,floor,9,525,5,0,5,15,2025-06-05,C,C,False,0.37
2025-06-20,SKU-04382,D-02L-026-3-A,D,HB,prime,45,400,8,0,8,8,2025-06-12,C,C,False,0.486
2025-06-20,SKU-04383,C-01L-007-1-A,C,HB,floor,9,275,16,0,16,10,2025-06-10,B,B,False,0.866
2025-06-20,SKU-04384,C-01L-007-5-A,C,HB,overhead,81,275,5,0,5,13,2025-06-07,C,C,False,0.377
2025-06-20,SKU-04385,C-02L-009-5-A,C,HB,overhead,81,275,6,0,6,1,2025-06-19,B,C,True,0.662
2025-06-20,SKU-04386,D-01R-009-4-B,D,HB,sub_prime,63,400,2,0,2,15,2025-06-05,C,C,False,0.318
2025-06-20,SKU-04387,B-01L-016-4-A,B,HB,sub_prime,63,150,4,0,4,18,2025-06-02,B,C,True,0.657
2025-06-20,SKU-04388,D-01R-010-2-A,D,HB,prime,27,400,5,0,5,9,2025-06-11,C,C,False,0.366
2025-06-20,SKU-04389,E-02L-012-4-A,E,HB,sub_prime,63,525,9,0,9,13,2025-06-07,B,C,True,0.695
2025-06-20,SKU-04390,C-02L-011-4-B,C,HB,sub_prime,63,275,25,4,21,13,2025-06-07,A,B,True,2.51
2025-06-20,SKU-04391,C-02R-022-4-A,C,HB,sub_prime,63,275,10,0,10,17,2025-06-03,B,B,False,0.91
2025-06-20,SKU-04392,A-02R-003-5-B,A,HB,overhead,81,50,76,0,76,10,2025-06-10,A,A,False,4.055
2025-06-20,SKU-04393,C-01R-006-5-B,C,HB,overhead,81,275,7,0,7,17,2025-06-03,B,B,False,0.858
2025-06-20,SKU-04394,C-02L-005-5-B,C,HB,overhead,81,275,5,0,5,1,2025-06-19,B,C,True,0.512
2025-06-20,SKU-04395,C-01L-026-4-B,C,HB,sub_prime,63,275,22,1,21,7,2025-06-13,B,B,False,1.706
2025-06-20,SKU-04396,B-01R-007-3-A,B,HB,prime,45,150,9,2,7,10,2025-06-10,B,B,False,1.82
2025-06-20,SKU-04397,C-01L-008-4-A,C,HB,sub_prime,63,275,8,0,8,14,2025-06-06,B,C,True,0.562
2025-06-20,SKU-04398,C-02R-006-1-B,C,HB,floor,9,275,11,0,11,20,2025-05-31,B,C,True,0.616
2025-06-20,SKU-04399,B-02L-020-5-B,B,HB,overhead,81,150,11,0,11,9,2025-06-11,A,B,True,1.936
2025-06-20,SKU-04400,D-02R-016-5-A,D,HB,overhead,81,400,6,0,6,15,2025-06-05,C,C,False,0.408
2025-06-20,SKU-04401,D-02L-017-4-B,D,HB,sub_prime,63,400,3,0,3,11,2025-06-09,C,C,False,0.419
2025-06-20,SKU-04402,E-02L-026-5-B,E,HB,overhead,81,525,3,0,3,19,2025-06-01,C,C,False,0.314
2025-06-20,SKU-04403,C-02R-016-4-A,C,HB,sub_prime,63,275,9,0,9,8,2025-06-12,B,C,True,0.7
2025-06-20,SKU-04404,E-02L-016-1-B,E,HB,floor,9,525,2,0,2,15,2025-06-05,C,C,False,0.471
2025-06-20,SKU-04405,C-01L-014-5-B,C,HB,overhead,81,275,12,1,11,11,2025-06-09,B,B,False,1.204
2025-06-20,SKU-04406,E-02L-023-4-B,E,HB,sub_prime,63,525,3,0,3,6,2025-06-14,C,C,False,0.449
2025-06-20,SKU-04407,E-01R-024-5-A,E,HB,overhead,81,525,4,0,4,15,2025-06-05,C,C,False,0.322
2025-06-20,SKU-04408,A-01R-022-5-A,A,HB,overhead,81,50,14,1,13,5,2025-06-15,B,B,False,1.662
2025-06-20,SKU-04409,B-02L-021-1-A,B,HB,floor,9,150,3,0,3,19,2025-06-01,B,C,True,0.651
2025-06-20,SKU-04410,D-01R-025-2-B,D,HB,prime,27,400,2,0,2,15,2025-06-05,C,C,False,0.414
2025-06-20,SKU-04411,A-01L-011-5-B,A,HB,overhead,81,50,118,11,107,8,2025-06-12,A,A,False,7.411
2025-06-20,SKU-04412,C-01R-007-5-B,C,HB,overhead,81,275,8,0,8,5,2025-06-15,B,C,True,0.694
2025-06-20,SKU-04413,D-02L-020-5-A,D,HB,overhead,81,400,2,0,2,12,2025-06-08,C,C,False,0.314
2025-06-20,SKU-04414,C-01R-022-5-B,C,HB,overhead,81,275,10,0,10,10,2025-06-10,B,C,True,0.613
2025-06-20,SKU-04415,D-01R-020-5-A,D,HB,overhead,81,400,4,0,4,17,2025-06-03,C,C,False,0.44
2025-06-20,SKU-04416,D-01L-019-4-A,D,HB,sub_prime,63,400,7,0,7,6,2025-06-14,B,B,False,0.846
2025-06-20,SKU-04417,D-02R-015-3-A,D,HB,prime,45,400,3,0,3,13,2025-06-07,B,C,True,0.644
2025-06-20,SKU-04418,B-01R-024-4-A,B,HB,sub_prime,63,150,4,0,4,2,2025-06-18,B,B,False,0.792
2025-06-20,SKU-04419,A-02R-020-4-B,A,HB,sub_prime,63,50,4,0,4,3,2025-06-17,C,C,False,0.367
2025-06-20,SKU-04420,A-01R-009-3-B,A,HB,prime,45,50,27,0,27,11,2025-06-09,A,A,False,3.174
2025-06-20,SKU-04421,D-02L-008-5-A,D,HB,overhead,81,400,7,0,7,9,2025-06-11,B,C,True,0.718
2025-06-20,SKU-04422,C-02R-011-3-B,C,HB,prime,45,275,8,0,8,12,2025-06-08,B,B,False,0.769
2025-06-20,SKU-04423,C-01R-018-1-B,C,HB,floor,9,275,10,1,9,7,2025-06-13,B,B,False,1.065
2025-06-20,SKU-04424,A-01R-008-5-A,A,HB,overhead,81,50,38,5,33,14,2025-06-06,A,A,False,3.254
2025-06-20,SKU-04425,A-01L-019-1-B,A,HB,floor,9,50,89,2,87,2,2025-06-18,A,A,False,7.483
2025-06-20,SKU-04426,C-02L-002-3-A,C,HB,prime,45,275,41,1,40,9,2025-06-11,A,B,True,2.182
2025-06-20,SKU-04427,C-02R-015-5-B,C,HB,overhead,81,275,7,0,7,10,2025-06-10,B,C,True,0.502
2025-06-20,SKU-04428,E-01L-012-1-B,E,HB,floor,9,525,8,0,8,17,2025-06-03,C,C,False,0.435
2025-06-20,SKU-04429,C-02R-026-5-A,C,HB,overhead,81,275,3,0,3,15,2025-06-05,C,C,False,0.43
2025-06-20,SKU-04430,B-02R-019-5-A,B,HB,overhead,81,150,10,0,10,15,2025-06-05,B,C,True,0.546
2025-06-20,SKU-04431,D-02R-020-5-A,D,HB,overhead,81,400,6,0,6,4,2025-06-16,C,C,False,0.368
2025-06-20,SKU-04432,C-01R-016-1-A,C,HB,floor,9,275,4,0,4,14,2025-06-06,C,C,False,0.443
2025-06-20,SKU-04433,B-02L-009-3-B,B,HB,prime,45,150,10,0,10,19,2025-06-01,B,C,True,0.559
2025-06-20,SKU-04434,E-02R-018-1-B,E,HB,floor,9,525,4,0,4,16,2025-06-04,C,C,False,0.354
2025-06-20,SKU-04435,A-02R-016-4-A,A,HB,sub_prime,63,50,583,49,534,4,2025-06-16,A,A,False,49.966
2025-06-20,SKU-04436,B-02L-025-4-B,B,HB,sub_prime,63,150,21,1,20,17,2025-06-03,B,B,False,1.24
2025-06-20,SKU-04437,A-01L-020-4-B,A,HB,sub_prime,63,50,7,0,7,11,2025-06-09,B,C,True,0.754
2025-06-20,SKU-04438,D-02L-025-1-A,D,HB,floor,9,400,3,0,3,9,2025-06-11,C,C,False,0.377
2025-06-20,SKU-04439,C-02R-022-3-A,C,HB,prime,45,275,5,0,5,19,2025-06-01,C,C,False,0.406
2025-06-20,SKU-04440,E-01L-021-4-A,E,HB,sub_prime,63,525,2,0,2,20,2025-05-31,C,C,False,0.33
2025-06-20,SKU-04441,B-02L-018-3-B,B,HB,prime,45,150,64,5,59,2,2025-06-18,A,A,False,3.117
